ID,Prob1
590, 0.07
591, 0.17
592, 0.71
593, 0.31
594, 0.29
595, 0.36
596, 0.27
597, 0.26
598, 0.24
599, 0.22
600, 0.40
601, 0.23
602, 0.21
603, 0.56
604, 0.14
605, 0.11
606, 0.47
607, 0.11
608, 0.33
609, 0.38
610, 0.29
611, 0.62
612, 0.49
613, 0.37
614, 0.27
615, 0.18
616, 0.36
617, 0.22
618, 0.22
619, 0.31
620, 0.57
621, 0.46
622, 0.27
623, 0.28
624, 0.17
625, 0.43
626, 0.25
627, 0.23
628, 0.42
629, 0.68
630, 0.50
631, 0.29
632, 0.35
633, 0.28
634, 0.27
635, 0.68
636, 0.39
637, 0.25
638, 0.33
639, 0.38
640, 0.16
641, 0.46
642, 0.54
643, 0.45
644, 0.43
645, 0.28
646, 0.21
647, 0.15
648, 0.30
649, 0.30
650, 0.37
651, 0.22
652, 0.67
653, 0.23
654, 0.19
655, 0.33
656, 0.32
657, 0.70
658, 0.49
659, 0.26
660, 0.82
661, 0.34
662, 0.24
663, 0.14
664, 0.77
665, 0.16
666, 0.21
667, 0.27
668, 0.58
669, 0.29
670, 0.11
671, 0.26
672, 0.27
673, 0.13
674, 0.24
675, 0.41
676, 0.30
677, 0.51
678, 0.23
679, 0.19
680, 0.79
681, 0.33
682, 0.21
683, 0.69
684, 0.21
685, 0.28
686, 0.19
687, 0.28
688, 0.17
689, 0.27
690, 0.56
691, 0.22
692, 0.47
693, 0.42
694, 0.44
695, 0.38
696, 0.25
697, 0.14
698, 0.10
699, 0.32
700, 0.51
701, 0.26
702, 0.19
703, 0.36
704, 0.46
705, 0.58
706, 0.27
707, 0.16
708, 0.15
709, 0.18
710, 0.38
711, 0.92
712, 0.21
713, 0.24
714, 0.31
715, 0.29
716, 0.80
717, 0.29
718, 0.43
719, 0.18
720, 0.23
721, 0.70
722, 0.53
723, 0.38
724, 0.23
725, 0.57
726, 0.25
727, 0.72
728, 0.46
729, 0.33
730, 0.20
731, 0.33
732, 0.18
733, 0.13
734, 0.21
735, 0.32
736, 0.40
737, 0.16
738, 0.76
739, 0.37
740, 0.67
741, 0.78
742, 0.27
743, 0.21
744, 0.61
745, 0.60
746, 0.77
747, 0.51
748, 0.14
749, 0.24
750, 0.16
751, 0.33
752, 0.22
753, 0.12
754, 0.23
755, 0.59
756, 0.33
757, 0.34
758, 0.14
759, 0.38
760, 0.24
761, 0.26
762, 0.49
763, 0.22
764, 0.24
765, 0.27
766, 0.14
767, 0.11
768, 0.24
769, 0.65
770, 0.39
771, 0.08
772, 0.31
773, 0.23
774, 0.30
775, 0.13
776, 0.19
777, 0.09
778, 0.26
779, 0.30
780, 0.85
781, 0.18
782, 0.10
783, 0.27
784, 0.46
785, 0.37
786, 0.35
787, 0.38
788, 0.81
789, 0.20
790, 0.32
791, 0.38
792, 0.31
793, 0.56
794, 0.90
795, 0.41
796, 0.23
797, 0.86
798, 0.67
799, 0.32
800, 0.66
801, 0.26
802, 0.22
803, 0.30
804, 0.34
805, 0.81
806, 0.28
807, 0.25
808, 0.15
809, 0.55
810, 0.33
811, 0.83
812, 0.22
813, 0.26
814, 0.53
815, 0.11
816, 0.29
817, 0.69
818, 0.27
819, 0.41
820, 0.24
821, 0.31
822, 0.22
823, 0.24
824, 0.24
825, 0.20
826, 0.70
827, 0.25
828, 0.31
829, 0.54
830, 0.33
831, 0.27
832, 0.38
833, 0.54
834, 0.36
835, 0.55
836, 0.49
837, 0.22
838, 0.39
839, 0.12
840, 0.31
841, 0.27
842, 0.14
843, 0.39
844, 0.61
845, 0.34
846, 0.33
847, 0.53
848, 0.29
849, 0.68
850, 0.23
851, 0.48
852, 0.38
853, 0.59
854, 0.24
855, 0.23
856, 0.32
857, 0.59
858, 0.14
859, 0.23
860, 0.06
861, 0.08
862, 0.32
863, 0.24
864, 0.44
865, 0.45
866, 0.14
867, 0.34
868, 0.27
869, 0.24
870, 0.59
871, 0.28
872, 0.25
873, 0.42
874, 0.35
875, 0.51
876, 0.42
877, 0.16
878, 0.25
879, 0.20
880, 0.13
881, 0.19
882, 0.25
883, 0.31
884, 0.31
885, 0.21
886, 0.26
887, 0.40
888, 0.44
889, 0.57
890, 0.42
891, 0.23
892, 0.45
893, 0.37
894, 0.31
895, 0.34
896, 0.32
897, 0.21
898, 0.49
899, 0.16
900, 0.67
901, 0.70
902, 0.52
903, 0.26
904, 0.63
905, 0.91
906, 0.33
907, 0.63
908, 0.88
909, 0.45
910, 0.44
911, 0.20
912, 0.19
913, 0.30
914, 0.09
915, 0.33
916, 0.34
917, 0.29
918, 0.26
919, 0.25
920, 0.54
921, 0.33
922, 0.16
923, 0.58
924, 0.74
925, 0.15
926, 0.18
927, 0.35
928, 0.55
929, 0.31
930, 0.23
931, 0.17
932, 0.08
933, 0.35
934, 0.10
935, 0.24
936, 0.28
937, 0.42
938, 0.27
939, 0.70
940, 0.23
941, 0.35
942, 0.87
943, 0.17
944, 0.31
945, 0.20
946, 0.48
947, 0.15
948, 0.22
949, 0.39
950, 0.46
951, 0.69
952, 0.30
953, 0.84
954, 0.24
955, 0.37
956, 0.23
957, 0.11
958, 0.42
959, 0.29
960, 0.30
961, 0.59
962, 0.16
963, 0.35
964, 0.26
965, 0.16
966, 0.64
967, 0.31
968, 0.14
969, 0.21
970, 0.45
971, 0.55
972, 0.45
973, 0.44
974, 0.52
975, 0.51
976, 0.18
977, 0.22
978, 0.33
979, 0.13
980, 0.52
981, 0.53
982, 0.31
983, 0.29
984, 0.22
985, 0.08
986, 0.18
987, 0.31
988, 0.13
989, 0.47
990, 0.20
991, 0.23
992, 0.33
993, 0.31
994, 0.06
995, 0.33
996, 0.58
997, 0.37
998, 0.56
999, 0.12
1000, 0.13
1001, 0.77
1002, 0.38
1003, 0.35
1004, 0.68
1005, 0.23
1006, 0.26
1007, 0.74
1008, 0.14
1009, 0.63
1010, 0.13
1011, 0.65
1012, 0.20
1013, 0.75
1014, 0.44
1015, 0.30
1016, 0.65
1017, 0.58
1018, 0.48
1019, 0.24
1020, 0.42
1021, 0.33
1022, 0.35
1023, 0.93
1024, 0.26
1025, 0.44
1026, 0.35
1027, 0.74
1028, 0.57
1029, 0.37
1030, 0.45
1031, 0.59
1032, 0.49
1033, 0.36
1034, 0.29
1035, 0.63
1036, 0.22
1037, 0.15
1038, 0.28
1039, 0.20
1040, 0.31
1041, 0.42
1042, 0.32
1043, 0.46
1044, 0.56
1045, 0.23
1046, 0.45
1047, 0.16
1048, 0.59
1049, 0.49
1050, 0.08
1051, 0.30
1052, 0.25
1053, 0.21
1054, 0.24
1055, 0.23
1056, 0.20
1057, 0.18
1058, 0.26
1059, 0.32
1060, 0.23
1061, 0.10
1062, 0.36
1063, 0.50
1064, 0.11
1065, 0.32
1066, 0.27
1067, 0.40
1068, 0.31
1069, 0.16
1070, 0.90
1071, 0.30
1072, 0.37
1073, 0.44
1074, 0.32
1075, 0.18
1076, 0.29
1077, 0.35
1078, 0.29
1079, 0.29
1080, 0.27
1081, 0.27
1082, 0.27
1083, 0.43
1084, 0.21
1085, 0.25
1086, 0.13
1087, 0.36
1088, 0.54
1089, 0.34
1090, 0.19
1091, 0.08
1092, 0.24
1093, 0.19
1094, 0.14
1095, 0.34
1096, 0.33
1097, 0.37
1098, 0.22
1099, 0.26
1100, 0.37
1101, 0.32
1102, 0.19
1103, 0.55
1104, 0.35
1105, 0.32
1106, 0.40
1107, 0.22
1108, 0.37
1109, 0.45
1110, 0.49
1111, 0.20
1112, 0.73
1113, 0.19
1114, 0.21
1115, 0.40
1116, 0.43
1117, 0.21
1118, 0.11
1119, 0.42
1120, 0.57
1121, 0.37
1122, 0.35
1123, 0.22
1124, 0.59
1125, 0.27
1126, 0.24
1127, 0.25
1128, 0.30
1129, 0.32
1130, 0.37
1131, 0.27
1132, 0.29
1133, 0.45
1134, 0.49
1135, 0.52
1136, 0.49
1137, 0.24
1138, 0.24
1139, 0.47
1140, 0.41
1141, 0.39
1142, 0.28
1143, 0.29
1144, 0.73
1145, 0.29
1146, 0.21
1147, 0.06
1148, 0.19
1149, 0.50
1150, 0.22
1151, 0.25
1152, 0.34
1153, 0.32
1154, 0.26
1155, 0.28
1156, 0.26
1157, 0.21
1158, 0.47
1159, 0.32
1160, 0.44
1161, 0.09
1162, 0.13
1163, 0.39
1164, 0.22
1165, 0.81
1166, 0.20
1167, 0.13
1168, 0.25
1169, 0.34
1170, 0.28
1171, 0.33
1172, 0.30
1173, 0.58
1174, 0.50
1175, 0.32
1176, 0.77
1177, 0.64
1178, 0.35
1179, 0.21
1180, 0.23
1181, 0.25
1182, 0.16
1183, 0.31
1184, 0.47
1185, 0.59
1186, 0.28
1187, 0.25
1188, 0.36
1189, 0.36
1190, 0.19
1191, 0.30
1192, 0.30
1193, 0.45
1194, 0.32
1195, 0.15
1196, 0.26
1197, 0.16
1198, 0.57
1199, 0.38
1200, 0.38
1201, 0.25
1202, 0.70
1203, 0.66
1204, 0.17
1205, 0.29
1206, 0.41
1207, 0.55
1208, 0.20
1209, 0.80
1210, 0.56
1211, 0.20
1212, 0.33
1213, 0.23
1214, 0.39
1215, 0.31
1216, 0.27
1217, 0.19
1218, 0.29
1219, 0.31
1220, 0.22
1221, 0.25
1222, 0.42
1223, 0.20
1224, 0.11
1225, 0.24
1226, 0.37
1227, 0.18
1228, 0.27
1229, 0.55
1230, 0.31
1231, 0.48
1232, 0.18
1233, 0.49
1234, 0.18
1235, 0.16
1236, 0.20
1237, 0.36
1238, 0.14
1239, 0.83
1240, 0.38
1241, 0.29
1242, 0.82
1243, 0.19
1244, 0.20
1245, 0.33
1246, 0.45
1247, 0.69
1248, 0.46
1249, 0.24
1250, 0.34
1251, 0.21
1252, 0.39
1253, 0.16
1254, 0.32
1255, 0.22
1256, 0.62
1257, 0.13
1258, 0.27
1259, 0.25
1260, 0.23
1261, 0.27
1262, 0.27
1263, 0.23
1264, 0.08
1265, 0.07
1266, 0.61
1267, 0.22
1268, 0.24
1269, 0.17
1270, 0.33
1271, 0.37
1272, 0.34
1273, 0.33
1274, 0.16
1275, 0.25
1276, 0.24
1277, 0.10
1278, 0.74
1279, 0.26
1280, 0.45
1281, 0.11
1282, 0.17
1283, 0.35
1284, 0.27
1285, 0.23
1286, 0.22
1287, 0.32
1288, 0.17
1289, 0.19
1290, 0.32
1291, 0.46
1292, 0.16
1293, 0.73
1294, 0.58
1295, 0.32
1296, 0.28
1297, 0.15
1298, 0.20
1299, 0.37
1300, 0.23
1301, 0.28
1302, 0.36
1303, 0.26
1304, 0.26
1305, 0.39
1306, 0.12
1307, 0.64
1308, 0.18
1309, 0.22
1310, 0.36
1311, 0.40
1312, 0.52
1313, 0.29
1314, 0.22
1315, 0.19
1316, 0.15
1317, 0.30
1318, 0.24
1319, 0.29
1320, 0.37
1321, 0.37
1322, 0.47
1323, 0.18
1324, 0.83
1325, 0.53
1326, 0.14
1327, 0.59
1328, 0.40
1329, 0.19
1330, 0.27
1331, 0.25
1332, 0.23
1333, 0.17
1334, 0.35
1335, 0.17
1336, 0.21
1337, 0.32
1338, 0.18
1339, 0.24
1340, 0.39
1341, 0.71
1342, 0.77
1343, 0.81
1344, 0.40
1345, 0.24
1346, 0.14
1347, 0.54
1348, 0.24
1349, 0.24
1350, 0.13
1351, 0.28
1352, 0.14
1353, 0.28
1354, 0.29
1355, 0.27
1356, 0.25
1357, 0.31
1358, 0.27
1359, 0.16
1360, 0.55
1361, 0.43
1362, 0.36
1363, 0.31
1364, 0.25
1365, 0.62
1366, 0.72
1367, 0.60
1368, 0.25
1369, 0.47
1370, 0.31
1371, 0.31
1372, 0.38
1373, 0.33
1374, 0.21
1375, 0.32
1376, 0.36
1377, 0.07
1378, 0.33
1379, 0.81
1380, 0.17
1381, 0.91
1382, 0.25
1383, 0.54
1384, 0.25
1385, 0.31
1386, 0.39
1387, 0.39
1388, 0.36
1389, 0.36
1390, 0.51
1391, 0.66
1392, 0.41
1393, 0.63
1394, 0.21
1395, 0.13
1396, 0.71
1397, 0.42
1398, 0.16
1399, 0.47
1400, 0.34
1401, 0.35
1402, 0.31
1403, 0.31
1404, 0.84
1405, 0.13
1406, 0.36
1407, 0.45
1408, 0.36
1409, 0.39
1410, 0.49
1411, 0.40
1412, 0.18
1413, 0.15
1414, 0.11
1415, 0.31
1416, 0.26
1417, 0.31
1418, 0.32
1419, 0.26
1420, 0.20
1421, 0.27
1422, 0.51
1423, 0.31
1424, 0.66
1425, 0.29
1426, 0.39
1427, 0.21
1428, 0.09
1429, 0.31
1430, 0.31
1431, 0.18
1432, 0.26
1433, 0.33
1434, 0.35
1435, 0.57
1436, 0.33
1437, 0.45
1438, 0.20
1439, 0.13
1440, 0.39
1441, 0.25
1442, 0.34
1443, 0.25
1444, 0.33
1445, 0.42
1446, 0.30
1447, 0.26
1448, 0.44
1449, 0.21
1450, 0.24
1451, 0.35
1452, 0.09
1453, 0.29
1454, 0.21
1455, 0.10
1456, 0.10
1457, 0.66
1458, 0.63
1459, 0.34
1460, 0.26
1461, 0.32
1462, 0.33
1463, 0.20
1464, 0.79
1465, 0.56
1466, 0.15
1467, 0.19
1468, 0.77
1469, 0.39
1470, 0.25
1471, 0.38
1472, 0.64
1473, 0.54
1474, 0.23
1475, 0.63
1476, 0.18
1477, 0.32
1478, 0.30
1479, 0.38
1480, 0.30
1481, 0.46
1482, 0.43
1483, 0.21
1484, 0.58
1485, 0.15
1486, 0.23
1487, 0.22
1488, 0.39
1489, 0.19
1490, 0.15
1491, 0.59
1492, 0.46
1493, 0.24
1494, 0.43
1495, 0.70
1496, 0.69
1497, 0.17
1498, 0.17
1499, 0.58
1500, 0.61
1501, 0.29
1502, 0.30
1503, 0.84
1504, 0.31
1505, 0.23
1506, 0.15
1507, 0.45
1508, 0.20
1509, 0.25
1510, 0.27
1511, 0.13
1512, 0.12
1513, 0.27
1514, 0.32
1515, 0.16
1516, 0.24
1517, 0.37
1518, 0.40
1519, 0.22
1520, 0.19
1521, 0.45
1522, 0.17
1523, 0.19
1524, 0.30
1525, 0.36
1526, 0.32
1527, 0.29
1528, 0.30
1529, 0.65
1530, 0.62
1531, 0.36
1532, 0.32
1533, 0.19
1534, 0.23
1535, 0.44
1536, 0.07
1537, 0.72
1538, 0.62
1539, 0.56
1540, 0.50
1541, 0.32
1542, 0.22
1543, 0.33
1544, 0.25
1545, 0.61
1546, 0.20
1547, 0.32
1548, 0.30
1549, 0.76
1550, 0.32
1551, 0.41
1552, 0.26
1553, 0.25
1554, 0.35
1555, 0.82
1556, 0.17
1557, 0.61
1558, 0.79
1559, 0.31
1560, 0.21
1561, 0.22
1562, 0.57
1563, 0.34
1564, 0.30
1565, 0.77
1566, 0.14
1567, 0.29
1568, 0.58
1569, 0.15
1570, 0.19
1571, 0.11
1572, 0.28
1573, 0.49
1574, 0.31
1575, 0.23
1576, 0.39
1577, 0.25
1578, 0.15
1579, 0.26
1580, 0.28
1581, 0.24
1582, 0.25
1583, 0.83
1584, 0.25
1585, 0.78
1586, 0.28
1587, 0.32
1588, 0.89
1589, 0.45
1590, 0.55
1591, 0.22
1592, 0.27
1593, 0.32
1594, 0.52
1595, 0.40
1596, 0.18
1597, 0.74
1598, 0.34
1599, 0.23
1600, 0.55
1601, 0.89
1602, 0.27
1603, 0.25
1604, 0.32
1605, 0.20
1606, 0.43
1607, 0.18
1608, 0.15
1609, 0.15
1610, 0.30
1611, 0.29
1612, 0.24
1613, 0.22
1614, 0.17
1615, 0.26
1616, 0.28
1617, 0.55
1618, 0.15
1619, 0.75
1620, 0.39
1621, 0.94
1622, 0.29
1623, 0.28
1624, 0.63
1625, 0.19
1626, 0.26
1627, 0.21
1628, 0.15
1629, 0.27
1630, 0.45
1631, 0.45
1632, 0.71
1633, 0.43
1634, 0.25
1635, 0.52
1636, 0.19
1637, 0.25
1638, 0.28
1639, 0.21
1640, 0.39
1641, 0.23
1642, 0.49
1643, 0.25
1644, 0.59
1645, 0.30
1646, 0.91
1647, 0.70
1648, 0.38
1649, 0.37
1650, 0.30
1651, 0.47
1652, 0.31
1653, 0.19
1654, 0.61
1655, 0.20
1656, 0.26
1657, 0.14
1658, 0.37
1659, 0.18
1660, 0.29
1661, 0.43
1662, 0.34
1663, 0.13
1664, 0.36
1665, 0.17
1666, 0.23
1667, 0.12
1668, 0.49
1669, 0.37
1670, 0.67
1671, 0.34
1672, 0.39
1673, 0.35
1674, 0.43
1675, 0.46
1676, 0.54
1677, 0.51
1678, 0.27
1679, 0.26
1680, 0.68
1681, 0.50
1682, 0.46
1683, 0.42
1684, 0.33
1685, 0.35
1686, 0.71
1687, 0.17
1688, 0.23
1689, 0.20
1690, 0.18
1691, 0.30
1692, 0.85
1693, 0.65
1694, 0.61
1695, 0.30
1696, 0.23
1697, 0.44
1698, 0.53
1699, 0.24
1700, 0.52
1701, 0.34
1702, 0.46
1703, 0.30
1704, 0.51
1705, 0.75
1706, 0.56
1707, 0.21
1708, 0.26
1709, 0.41
1710, 0.55
1711, 0.27
1712, 0.30
1713, 0.38
1714, 0.42
1715, 0.45
1716, 0.46
1717, 0.41
1718, 0.22
1719, 0.38
1720, 0.27
1721, 0.37
1722, 0.21
1723, 0.16
1724, 0.59
1725, 0.28
1726, 0.92
1727, 0.20
1728, 0.59
1729, 0.35
1730, 0.25
1731, 0.06
1732, 0.21
1733, 0.40
1734, 0.09
1735, 0.36
1736, 0.17
1737, 0.34
1738, 0.33
1739, 0.19
1740, 0.18
1741, 0.38
1742, 0.28
1743, 0.61
1744, 0.36
1745, 0.10
1746, 0.53
1747, 0.36
1748, 0.37
1749, 0.40
1750, 0.15
1751, 0.45
1752, 0.17
1753, 0.34
1754, 0.16
1755, 0.16
1756, 0.50
1757, 0.43
1758, 0.20
1759, 0.34
1760, 0.45
1761, 0.47
1762, 0.23
1763, 0.36
1764, 0.29
1765, 0.43
1766, 0.26
1767, 0.58
1768, 0.27
1769, 0.37
1770, 0.31
1771, 0.27
1772, 0.16
1773, 0.50
1774, 0.59
1775, 0.35
1776, 0.55
1777, 0.27
1778, 0.35
1779, 0.42
1780, 0.21
1781, 0.53
1782, 0.39
1783, 0.11
1784, 0.49
1785, 0.25
1786, 0.20
1787, 0.20
1788, 0.42
1789, 0.07
1790, 0.19
1791, 0.41
1792, 0.67
1793, 0.32
1794, 0.21
1795, 0.29
1796, 0.21
1797, 0.64
1798, 0.36
1799, 0.29
1800, 0.14
1801, 0.69
1802, 0.33
1803, 0.16
1804, 0.22
1805, 0.47
1806, 0.22
1807, 0.41
1808, 0.24
1809, 0.31
1810, 0.47
1811, 0.26
1812, 0.37
1813, 0.37
1814, 0.84
1815, 0.29
1816, 0.17
1817, 0.54
1818, 0.47
1819, 0.26
1820, 0.26
1821, 0.42
1822, 0.35
1823, 0.32
1824, 0.11
1825, 0.46
1826, 0.13
1827, 0.33
1828, 0.67
1829, 0.65
1830, 0.24
1831, 0.17
1832, 0.25
1833, 0.36
1834, 0.29
1835, 0.33
1836, 0.57
1837, 0.12
1838, 0.76
1839, 0.74
1840, 0.27
1841, 0.34
1842, 0.27
1843, 0.22
1844, 0.88
1845, 0.67
1846, 0.26
1847, 0.27
1848, 0.22
1849, 0.48
1850, 0.12
1851, 0.22
1852, 0.49
1853, 0.11
1854, 0.24
1855, 0.29
1856, 0.30
1857, 0.30
1858, 0.27
1859, 0.38
1860, 0.30
1861, 0.24
1862, 0.21
1863, 0.36
1864, 0.26
1865, 0.18
1866, 0.27
1867, 0.20
1868, 0.50
1869, 0.80
1870, 0.20
1871, 0.32
1872, 0.23
