ID,Prob1
564, 0.22
565, 0.28
566, 0.18
567, 0.32
568, 0.22
569, 0.20
570, 0.34
571, 0.25
572, 0.18
573, 0.48
574, 0.26
575, 0.20
576, 0.20
577, 0.47
578, 0.30
579, 0.36
580, 0.58
581, 0.22
582, 0.45
583, 0.30
584, 0.18
585, 0.18
586, 0.65
587, 0.45
588, 0.30
589, 0.68
590, 0.10
591, 0.18
592, 0.68
593, 0.26
594, 0.25
595, 0.30
596, 0.24
597, 0.29
598, 0.18
599, 0.28
600, 0.40
601, 0.22
602, 0.21
603, 0.68
604, 0.16
605, 0.16
606, 0.47
607, 0.09
608, 0.32
609, 0.43
610, 0.30
611, 0.53
612, 0.49
613, 0.43
614, 0.29
615, 0.20
616, 0.34
617, 0.24
618, 0.15
619, 0.33
620, 0.55
621, 0.44
622, 0.27
623, 0.29
624, 0.22
625, 0.52
626, 0.29
627, 0.21
628, 0.46
629, 0.64
630, 0.48
631, 0.22
632, 0.31
633, 0.25
634, 0.29
635, 0.62
636, 0.37
637, 0.23
638, 0.21
639, 0.31
640, 0.22
641, 0.46
642, 0.44
643, 0.42
644, 0.33
645, 0.23
646, 0.21
647, 0.14
648, 0.27
649, 0.31
650, 0.34
651, 0.23
652, 0.67
653, 0.18
654, 0.20
655, 0.30
656, 0.39
657, 0.67
658, 0.43
659, 0.26
660, 0.84
661, 0.28
662, 0.21
663, 0.17
664, 0.76
665, 0.12
666, 0.20
667, 0.27
668, 0.54
669, 0.26
670, 0.10
671, 0.39
672, 0.26
673, 0.12
674, 0.21
675, 0.34
676, 0.30
677, 0.59
678, 0.23
679, 0.22
680, 0.81
681, 0.31
682, 0.21
683, 0.67
684, 0.22
685, 0.27
686, 0.20
687, 0.28
688, 0.15
689, 0.33
690, 0.46
691, 0.28
692, 0.50
693, 0.37
694, 0.47
695, 0.34
696, 0.31
697, 0.22
698, 0.12
699, 0.28
700, 0.53
701, 0.19
702, 0.22
703, 0.37
704, 0.60
705, 0.53
706, 0.15
707, 0.18
708, 0.11
709, 0.19
710, 0.46
711, 0.92
712, 0.21
713, 0.25
714, 0.31
715, 0.34
716, 0.84
717, 0.26
718, 0.44
719, 0.21
720, 0.28
721, 0.77
722, 0.54
723, 0.34
724, 0.23
725, 0.54
726, 0.18
727, 0.73
728, 0.49
729, 0.38
730, 0.20
731, 0.35
732, 0.23
733, 0.13
734, 0.18
735, 0.38
736, 0.47
737, 0.18
738, 0.76
739, 0.36
740, 0.74
741, 0.75
742, 0.27
743, 0.28
744, 0.68
745, 0.58
746, 0.78
747, 0.41
748, 0.17
749, 0.24
750, 0.17
751, 0.32
752, 0.17
753, 0.13
754, 0.33
755, 0.64
756, 0.26
757, 0.32
758, 0.12
759, 0.41
760, 0.23
761, 0.28
762, 0.38
763, 0.26
764, 0.24
765, 0.23
766, 0.15
767, 0.09
768, 0.25
769, 0.64
770, 0.41
771, 0.12
772, 0.38
773, 0.23
774, 0.29
775, 0.15
776, 0.17
777, 0.05
778, 0.25
779, 0.24
780, 0.84
781, 0.13
782, 0.12
783, 0.18
784, 0.66
785, 0.40
786, 0.38
787, 0.36
788, 0.82
789, 0.20
790, 0.26
791, 0.47
792, 0.35
793, 0.57
794, 0.89
795, 0.37
796, 0.22
797, 0.90
798, 0.69
799, 0.35
800, 0.55
801, 0.23
802, 0.18
803, 0.28
804, 0.36
805, 0.77
806, 0.22
807, 0.27
808, 0.15
809, 0.53
810, 0.35
811, 0.78
812, 0.25
813, 0.23
814, 0.58
815, 0.13
816, 0.26
817, 0.63
818, 0.26
819, 0.30
820, 0.25
821, 0.26
822, 0.22
823, 0.24
824, 0.24
825, 0.26
826, 0.76
827, 0.23
828, 0.32
829, 0.52
830, 0.31
831, 0.19
832, 0.42
833, 0.60
834, 0.34
835, 0.67
836, 0.50
837, 0.23
838, 0.34
839, 0.13
840, 0.31
841, 0.29
842, 0.15
843, 0.41
844, 0.58
845, 0.35
846, 0.32
847, 0.53
848, 0.26
849, 0.65
850, 0.20
851, 0.54
852, 0.48
853, 0.56
854, 0.20
855, 0.30
856, 0.31
857, 0.58
858, 0.12
859, 0.26
860, 0.06
861, 0.10
862, 0.33
863, 0.25
864, 0.34
865, 0.54
866, 0.13
867, 0.31
868, 0.26
869, 0.34
870, 0.53
871, 0.26
872, 0.23
873, 0.42
874, 0.35
875, 0.51
876, 0.31
877, 0.14
878, 0.24
879, 0.19
880, 0.17
881, 0.16
882, 0.23
883, 0.34
884, 0.30
885, 0.21
886, 0.25
887, 0.42
888, 0.37
889, 0.48
890, 0.38
891, 0.23
892, 0.48
893, 0.36
894, 0.25
895, 0.35
896, 0.30
897, 0.25
898, 0.43
899, 0.18
900, 0.71
901, 0.77
902, 0.47
903, 0.28
904, 0.69
905, 0.92
906, 0.31
907, 0.68
908, 0.89
909, 0.43
910, 0.56
911, 0.20
912, 0.17
913, 0.33
914, 0.09
915, 0.31
916, 0.31
917, 0.48
918, 0.27
919, 0.30
920, 0.51
921, 0.37
922, 0.23
923, 0.53
924, 0.68
925, 0.16
926, 0.19
927, 0.38
928, 0.53
929, 0.24
930, 0.22
931, 0.20
932, 0.07
933, 0.29
934, 0.13
935, 0.28
936, 0.23
937, 0.70
938, 0.42
939, 0.66
940, 0.31
941, 0.40
942, 0.81
943, 0.22
944, 0.32
945, 0.18
946, 0.42
947, 0.23
948, 0.22
949, 0.39
950, 0.53
951, 0.74
952, 0.22
953, 0.78
954, 0.31
955, 0.33
956, 0.23
957, 0.14
958, 0.39
959, 0.30
960, 0.35
961, 0.61
962, 0.17
963, 0.40
964, 0.28
965, 0.19
966, 0.70
967, 0.27
968, 0.14
969, 0.23
970, 0.44
971, 0.60
972, 0.42
973, 0.41
974, 0.53
975, 0.49
976, 0.19
977, 0.22
978, 0.38
979, 0.13
980, 0.46
981, 0.41
982, 0.35
983, 0.27
984, 0.30
985, 0.10
986, 0.19
987, 0.36
988, 0.12
989, 0.39
990, 0.21
991, 0.25
992, 0.15
993, 0.30
994, 0.08
995, 0.34
996, 0.56
997, 0.31
998, 0.57
999, 0.14
1000, 0.15
1001, 0.71
1002, 0.40
1003, 0.36
1004, 0.66
1005, 0.23
1006, 0.25
1007, 0.76
1008, 0.23
1009, 0.58
1010, 0.14
1011, 0.65
1012, 0.23
1013, 0.74
1014, 0.48
1015, 0.22
1016, 0.66
1017, 0.54
1018, 0.51
1019, 0.24
1020, 0.42
1021, 0.33
1022, 0.40
1023, 0.93
1024, 0.29
1025, 0.49
1026, 0.37
1027, 0.73
1028, 0.54
1029, 0.34
1030, 0.40
1031, 0.54
1032, 0.53
1033, 0.34
1034, 0.25
1035, 0.49
1036, 0.23
1037, 0.15
1038, 0.31
1039, 0.21
1040, 0.28
1041, 0.44
1042, 0.35
1043, 0.39
1044, 0.56
1045, 0.21
1046, 0.48
1047, 0.16
1048, 0.66
1049, 0.54
1050, 0.09
1051, 0.26
1052, 0.27
1053, 0.19
1054, 0.32
1055, 0.20
1056, 0.21
1057, 0.22
1058, 0.25
1059, 0.29
1060, 0.24
1061, 0.13
1062, 0.27
1063, 0.46
1064, 0.13
1065, 0.34
1066, 0.25
1067, 0.40
1068, 0.37
1069, 0.20
1070, 0.89
1071, 0.45
1072, 0.29
1073, 0.43
1074, 0.33
1075, 0.18
1076, 0.30
1077, 0.36
1078, 0.24
1079, 0.33
1080, 0.30
1081, 0.36
1082, 0.28
1083, 0.43
1084, 0.21
1085, 0.26
1086, 0.14
1087, 0.28
1088, 0.55
1089, 0.35
1090, 0.24
1091, 0.07
1092, 0.26
1093, 0.18
1094, 0.15
1095, 0.31
1096, 0.30
1097, 0.40
1098, 0.18
1099, 0.21
1100, 0.43
1101, 0.23
1102, 0.22
1103, 0.55
1104, 0.28
1105, 0.35
1106, 0.41
1107, 0.18
1108, 0.37
1109, 0.51
1110, 0.55
1111, 0.23
1112, 0.70
1113, 0.17
1114, 0.15
1115, 0.32
1116, 0.52
1117, 0.21
1118, 0.13
1119, 0.41
1120, 0.54
1121, 0.27
1122, 0.31
1123, 0.23
1124, 0.60
1125, 0.25
1126, 0.22
1127, 0.24
1128, 0.27
1129, 0.35
1130, 0.47
1131, 0.29
1132, 0.31
1133, 0.41
1134, 0.52
1135, 0.46
1136, 0.48
1137, 0.23
1138, 0.22
1139, 0.43
1140, 0.34
1141, 0.44
1142, 0.27
1143, 0.27
1144, 0.71
1145, 0.23
1146, 0.22
1147, 0.09
1148, 0.13
1149, 0.47
1150, 0.21
1151, 0.16
1152, 0.30
1153, 0.34
1154, 0.32
1155, 0.23
1156, 0.26
1157, 0.21
1158, 0.37
1159, 0.35
1160, 0.37
1161, 0.11
1162, 0.11
1163, 0.33
1164, 0.19
1165, 0.83
1166, 0.23
1167, 0.13
1168, 0.19
1169, 0.32
1170, 0.26
1171, 0.33
1172, 0.34
1173, 0.65
1174, 0.54
1175, 0.31
1176, 0.78
1177, 0.66
1178, 0.42
1179, 0.18
1180, 0.23
1181, 0.26
1182, 0.16
1183, 0.33
1184, 0.43
1185, 0.52
1186, 0.25
1187, 0.23
1188, 0.50
1189, 0.43
1190, 0.21
1191, 0.25
1192, 0.26
1193, 0.34
1194, 0.26
1195, 0.14
1196, 0.34
1197, 0.12
1198, 0.54
1199, 0.33
1200, 0.43
1201, 0.23
1202, 0.68
1203, 0.69
1204, 0.18
1205, 0.28
1206, 0.44
1207, 0.41
1208, 0.18
1209, 0.89
1210, 0.52
1211, 0.21
1212, 0.35
1213, 0.22
1214, 0.41
1215, 0.33
1216, 0.22
1217, 0.16
1218, 0.27
1219, 0.22
1220, 0.25
1221, 0.21
1222, 0.43
1223, 0.23
1224, 0.12
1225, 0.22
1226, 0.34
1227, 0.19
1228, 0.25
1229, 0.50
1230, 0.33
1231, 0.48
1232, 0.18
1233, 0.43
1234, 0.17
1235, 0.20
1236, 0.19
1237, 0.39
1238, 0.14
1239, 0.81
1240, 0.39
1241, 0.20
1242, 0.75
1243, 0.19
1244, 0.27
1245, 0.29
1246, 0.41
1247, 0.70
1248, 0.46
1249, 0.23
1250, 0.33
1251, 0.23
1252, 0.32
1253, 0.13
1254, 0.20
1255, 0.23
1256, 0.66
1257, 0.19
1258, 0.25
1259, 0.23
1260, 0.24
1261, 0.27
1262, 0.28
1263, 0.18
1264, 0.05
1265, 0.06
1266, 0.49
1267, 0.29
1268, 0.25
1269, 0.17
1270, 0.35
1271, 0.38
1272, 0.29
1273, 0.29
1274, 0.13
1275, 0.17
1276, 0.30
1277, 0.21
1278, 0.72
1279, 0.15
1280, 0.55
1281, 0.17
1282, 0.19
1283, 0.36
1284, 0.23
1285, 0.37
1286, 0.22
1287, 0.21
1288, 0.21
1289, 0.16
1290, 0.29
1291, 0.42
1292, 0.15
1293, 0.59
1294, 0.59
1295, 0.29
1296, 0.28
1297, 0.19
1298, 0.20
1299, 0.38
1300, 0.22
1301, 0.32
1302, 0.32
1303, 0.30
1304, 0.20
1305, 0.45
1306, 0.11
1307, 0.64
1308, 0.14
1309, 0.21
1310, 0.40
1311, 0.38
1312, 0.46
1313, 0.28
1314, 0.20
1315, 0.20
1316, 0.20
1317, 0.23
1318, 0.17
1319, 0.24
1320, 0.33
1321, 0.35
1322, 0.50
1323, 0.18
1324, 0.85
1325, 0.51
1326, 0.12
1327, 0.45
1328, 0.38
1329, 0.20
1330, 0.24
1331, 0.23
1332, 0.25
1333, 0.19
1334, 0.39
1335, 0.15
1336, 0.21
1337, 0.35
1338, 0.21
1339, 0.21
1340, 0.39
1341, 0.73
1342, 0.73
1343, 0.73
1344, 0.44
1345, 0.24
1346, 0.17
1347, 0.61
1348, 0.22
1349, 0.23
1350, 0.16
1351, 0.26
1352, 0.20
1353, 0.31
1354, 0.32
1355, 0.32
1356, 0.21
1357, 0.25
1358, 0.26
1359, 0.14
1360, 0.47
1361, 0.47
1362, 0.40
1363, 0.27
1364, 0.28
1365, 0.65
1366, 0.70
1367, 0.60
1368, 0.31
1369, 0.53
1370, 0.31
1371, 0.39
1372, 0.45
1373, 0.43
1374, 0.22
1375, 0.33
1376, 0.44
1377, 0.06
1378, 0.31
1379, 0.85
1380, 0.16
1381, 0.94
1382, 0.23
1383, 0.47
1384, 0.22
1385, 0.30
1386, 0.41
1387, 0.27
1388, 0.40
1389, 0.36
1390, 0.69
1391, 0.63
1392, 0.46
1393, 0.62
1394, 0.24
1395, 0.15
1396, 0.67
1397, 0.41
1398, 0.15
1399, 0.49
1400, 0.28
1401, 0.28
1402, 0.31
1403, 0.26
1404, 0.86
1405, 0.10
1406, 0.38
1407, 0.47
1408, 0.33
1409, 0.33
1410, 0.47
1411, 0.34
1412, 0.18
1413, 0.12
1414, 0.13
1415, 0.27
1416, 0.21
1417, 0.28
1418, 0.29
1419, 0.24
1420, 0.21
1421, 0.25
1422, 0.40
1423, 0.36
1424, 0.63
1425, 0.28
1426, 0.36
1427, 0.22
1428, 0.12
1429, 0.33
1430, 0.27
1431, 0.10
1432, 0.26
1433, 0.26
1434, 0.27
1435, 0.49
1436, 0.32
1437, 0.43
1438, 0.17
1439, 0.15
1440, 0.35
1441, 0.26
1442, 0.35
1443, 0.31
1444, 0.34
1445, 0.36
1446, 0.34
1447, 0.26
1448, 0.39
1449, 0.21
1450, 0.24
1451, 0.30
1452, 0.11
1453, 0.31
1454, 0.18
1455, 0.14
1456, 0.10
1457, 0.71
1458, 0.58
1459, 0.37
1460, 0.20
1461, 0.29
1462, 0.35
1463, 0.30
1464, 0.79
1465, 0.61
1466, 0.13
1467, 0.14
1468, 0.71
1469, 0.44
1470, 0.25
1471, 0.38
1472, 0.56
1473, 0.48
1474, 0.25
1475, 0.57
1476, 0.14
1477, 0.29
1478, 0.33
1479, 0.44
1480, 0.32
1481, 0.41
1482, 0.40
1483, 0.23
1484, 0.57
1485, 0.14
1486, 0.15
1487, 0.26
1488, 0.41
1489, 0.17
1490, 0.10
1491, 0.52
1492, 0.49
1493, 0.23
1494, 0.49
1495, 0.74
1496, 0.72
1497, 0.16
1498, 0.17
1499, 0.56
1500, 0.66
1501, 0.25
1502, 0.23
1503, 0.86
1504, 0.33
1505, 0.21
1506, 0.11
1507, 0.36
1508, 0.17
1509, 0.28
1510, 0.28
1511, 0.14
1512, 0.13
1513, 0.25
1514, 0.33
1515, 0.18
1516, 0.27
1517, 0.27
1518, 0.40
1519, 0.24
1520, 0.19
1521, 0.48
1522, 0.19
1523, 0.21
1524, 0.34
1525, 0.37
1526, 0.28
1527, 0.29
1528, 0.26
1529, 0.63
1530, 0.65
1531, 0.36
1532, 0.31
1533, 0.15
1534, 0.26
1535, 0.42
1536, 0.09
1537, 0.71
1538, 0.62
1539, 0.52
1540, 0.47
1541, 0.35
1542, 0.19
1543, 0.31
1544, 0.29
1545, 0.58
1546, 0.17
1547, 0.28
1548, 0.34
1549, 0.70
1550, 0.35
1551, 0.44
1552, 0.27
1553, 0.24
1554, 0.41
1555, 0.82
1556, 0.13
1557, 0.57
1558, 0.81
1559, 0.32
1560, 0.24
1561, 0.20
1562, 0.57
1563, 0.37
1564, 0.30
1565, 0.71
1566, 0.18
1567, 0.28
1568, 0.65
1569, 0.16
1570, 0.17
1571, 0.07
1572, 0.28
1573, 0.42
1574, 0.52
1575, 0.27
1576, 0.44
1577, 0.22
1578, 0.17
1579, 0.29
1580, 0.36
1581, 0.22
1582, 0.25
1583, 0.82
1584, 0.25
1585, 0.73
1586, 0.29
1587, 0.20
1588, 0.89
1589, 0.43
1590, 0.59
1591, 0.18
1592, 0.26
1593, 0.34
1594, 0.51
1595, 0.44
1596, 0.18
1597, 0.71
1598, 0.33
1599, 0.27
1600, 0.62
1601, 0.84
1602, 0.25
1603, 0.26
1604, 0.25
1605, 0.19
1606, 0.43
1607, 0.21
1608, 0.11
1609, 0.18
1610, 0.31
1611, 0.25
1612, 0.25
1613, 0.23
1614, 0.21
1615, 0.26
1616, 0.26
1617, 0.57
1618, 0.18
1619, 0.70
1620, 0.48
1621, 0.93
1622, 0.27
1623, 0.29
1624, 0.59
1625, 0.20
1626, 0.32
1627, 0.14
1628, 0.17
1629, 0.36
1630, 0.40
1631, 0.46
1632, 0.74
1633, 0.54
1634, 0.27
1635, 0.62
1636, 0.19
1637, 0.20
1638, 0.24
1639, 0.19
1640, 0.40
1641, 0.23
1642, 0.54
1643, 0.25
1644, 0.56
1645, 0.34
1646, 0.89
1647, 0.70
1648, 0.40
1649, 0.35
1650, 0.37
1651, 0.48
1652, 0.40
1653, 0.21
1654, 0.64
1655, 0.18
1656, 0.24
1657, 0.18
1658, 0.37
1659, 0.19
1660, 0.28
1661, 0.38
1662, 0.33
1663, 0.12
1664, 0.29
1665, 0.21
1666, 0.29
1667, 0.15
1668, 0.61
1669, 0.36
1670, 0.66
1671, 0.38
1672, 0.38
1673, 0.30
1674, 0.42
1675, 0.43
1676, 0.55
1677, 0.44
1678, 0.28
1679, 0.26
1680, 0.54
1681, 0.51
1682, 0.43
1683, 0.35
1684, 0.33
1685, 0.31
1686, 0.72
1687, 0.22
1688, 0.22
1689, 0.23
1690, 0.17
1691, 0.26
1692, 0.80
1693, 0.65
1694, 0.57
1695, 0.34
1696, 0.27
1697, 0.40
1698, 0.52
1699, 0.33
1700, 0.51
1701, 0.33
1702, 0.43
1703, 0.27
1704, 0.52
1705, 0.78
1706, 0.60
1707, 0.20
1708, 0.26
1709, 0.35
1710, 0.46
1711, 0.28
1712, 0.25
1713, 0.38
1714, 0.49
1715, 0.45
1716, 0.51
1717, 0.44
1718, 0.20
1719, 0.37
1720, 0.25
1721, 0.40
1722, 0.19
1723, 0.20
1724, 0.58
1725, 0.29
1726, 0.94
1727, 0.23
1728, 0.50
1729, 0.27
1730, 0.21
1731, 0.09
1732, 0.21
1733, 0.42
1734, 0.07
1735, 0.29
1736, 0.13
1737, 0.30
1738, 0.35
1739, 0.17
1740, 0.17
1741, 0.36
1742, 0.35
1743, 0.46
1744, 0.29
1745, 0.09
1746, 0.51
1747, 0.36
1748, 0.40
1749, 0.42
1750, 0.17
1751, 0.45
1752, 0.16
1753, 0.32
1754, 0.16
1755, 0.23
1756, 0.54
1757, 0.43
1758, 0.22
1759, 0.28
1760, 0.49
1761, 0.46
1762, 0.22
1763, 0.36
1764, 0.28
1765, 0.34
1766, 0.27
1767, 0.56
1768, 0.35
1769, 0.34
1770, 0.37
1771, 0.28
1772, 0.15
1773, 0.42
1774, 0.62
1775, 0.41
1776, 0.50
1777, 0.31
1778, 0.28
1779, 0.41
1780, 0.19
1781, 0.55
1782, 0.52
1783, 0.14
1784, 0.46
1785, 0.28
1786, 0.20
1787, 0.19
1788, 0.37
1789, 0.07
1790, 0.21
1791, 0.34
1792, 0.53
1793, 0.28
1794, 0.19
1795, 0.29
1796, 0.25
1797, 0.70
1798, 0.31
1799, 0.35
1800, 0.14
1801, 0.67
1802, 0.25
1803, 0.15
1804, 0.17
1805, 0.35
1806, 0.24
1807, 0.43
1808, 0.26
1809, 0.28
1810, 0.46
1811, 0.27
1812, 0.43
1813, 0.42
1814, 0.82
1815, 0.32
1816, 0.12
1817, 0.60
1818, 0.37
1819, 0.22
1820, 0.23
1821, 0.40
1822, 0.39
1823, 0.29
1824, 0.11
1825, 0.52
1826, 0.13
1827, 0.37
1828, 0.65
1829, 0.61
1830, 0.22
1831, 0.19
1832, 0.26
1833, 0.43
1834, 0.24
1835, 0.31
1836, 0.39
1837, 0.14
1838, 0.65
1839, 0.66
1840, 0.27
1841, 0.32
1842, 0.24
1843, 0.23
1844, 0.86
1845, 0.64
1846, 0.22
1847, 0.24
1848, 0.26
1849, 0.45
1850, 0.19
1851, 0.22
1852, 0.50
1853, 0.16
1854, 0.25
1855, 0.32
1856, 0.30
1857, 0.26
1858, 0.31
1859, 0.50
1860, 0.29
1861, 0.20
1862, 0.16
1863, 0.43
1864, 0.23
1865, 0.20
1866, 0.29
1867, 0.16
1868, 0.51
1869, 0.77
1870, 0.21
1871, 0.30
1872, 0.28
